1,-0.0198737
1,-0.0121998
0.9867,-0.00721802
0.892077,-0.00673197
0.741129,-0.00602014
0.652482,-0.00665147
0.563708,-0.00657414
0.504848,-0.00656257
0.451864,-0.00696491
0.41675,-0.00669528
0.391294,-0.00717147
0.365156,-0.00760604
0.339313,-0.00757675
0.318043,-0.00752284
0.300217,-0.00732513
0.284998,-0.00424985
0.304149,0.0148705
0.294979,0.012903
0.31823,0.031562
0.306051,0.0320259
0.317741,0.0328766
0.310294,0.0308608
0.321643,0.0314724
0.309529,0.0315017
0.321163,0.0316945
0.313515,0.0313099
0.325761,0.0308839
0.315648,0.0309452
0.327555,0.0318038
0.320345,0.0321293
0.329117,0.0314874
0.322596,0.0311732
0.331329,0.0458927
0.322669,0.0459515
0.332783,0.0463814
0.325567,0.0459894
0.332994,0.0460665
0.325185,0.0460818
0.333011,0.0458316
0.330068,0.0457329
0.33762,0.0461121
0.331799,0.0464053
0.337557,0.0459798
0.331469,0.0456393
0.335677,0.0464095
0.328893,0.046439
0.334081,0.0463703
0.328208,0.0465565
0.334068,0.0465535
0.328965,0.0457134
0.33422,0.0493582
0.329469,0.0496923
0.333555,0.0499529
0.327858,0.049945
0.333714,0.0498438
0.328337,0.049908
0.333818,0.0499826
0.328726,0.0500092
0.334356,0.0497357
0.330276,0.0490226
0.334487,0.0493457
0.330672,0.0495003
0.335062,0.0487442
0.330428,0.0487407
0.335034,0.0489593
0.330554,0.0491662
0.333808,0.049306
0.329526,0.0503842
0.334378,0.0502907
0.330915,0.0507245
0.334608,0.0505381
0.331436,0.0503955
0.33509,0.0512563
0.331374,0.0509493
0.334752,0.0501518
0.33136,0.0499046
0.334878,0.0503074
0.333247,0.0505374
0.3368,0.050055
0.33437,0.0491105
0.337345,0.0492989
0.336744,0.0490608
0.33854,0.0492723
0.335836,0.0493829
0.338783,0.049924
0.335622,0.0500257
0.339495,0.0495685
0.336893,0.0487341
0.339234,0.048969
0.336972,0.0486683
0.339749,0.0498797
0.338032,0.0495
0.339963,0.0498563
0.337201,0.0496542
0.339902,0.0491061
0.337574,0.049928
0.339498,0.0499831
0.336846,0.0500142
0.340066,0.0500971
0.338233,0.0499213
0.33927,0.0501944
0.337381,0.0498969
0.339261,0.049485
0.337296,0.0495195
0.338853,0.049501
0.33651,0.0498733
0.338804,0.0506006
0.337762,0.0503104
0.340234,0.0494062
0.338412,0.049928
0.339763,0.0503712
0.339645,0.0493885
0.341102,0.0492437
0.33905,0.0494156
0.341185,0.0498965
0.33919,0.0495673
0.341796,0.0499188
0.339814,0.0491824
0.341702,0.0495476
0.340348,0.0501279
0.34234,0.0497071
0.341029,0.0509104
0.341927,0.0511896
0.340196,0.0510803
0.341965,0.0502599
0.340135,0.0505649
0.342225,0.0504376
0.340519,0.0506006
0.342405,0.0497305
0.341252,0.0495205
0.342139,0.0498445
0.341444,0.049847
0.343151,0.0496835
